"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2017"	"2017/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	53
	"Jan., 2017"	"2017/01"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	16
	"Jan., 2017"	"2017/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	39
	"Jan., 2017"	"2017/01"	"Cerebral infarction, unspecified"	"I63.9"	49
	"Jan., 2017"	"2017/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	293
	"Jan., 2017"	"2017/01"	"Cerebrovascular disease, unspecified"	"I67.9"	76
	"Jan., 2017"	"2017/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	32
	"Jan., 2017"	"2017/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	18
	"Jan., 2017"	"2017/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	16
	"Jan., 2017"	"2017/01"	"Dissection of aorta [any part]"	"I71.0"	15
	"Jan., 2017"	"2017/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	11
	"Jan., 2017"	"2017/01"	"Peripheral vascular disease, unspecified"	"I73.9"	33
	"Jan., 2017"	"2017/01"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	13
	"Jan., 2017"	"2017/01"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	13
	"Jan., 2017"	"2017/01"	"Influenza with pneumonia, virus not identified"	"J11.0"	14
	"Jan., 2017"	"2017/01"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	17
	"Jan., 2017"	"2017/01"	"Lobar pneumonia, unspecified"	"J18.1"	11
	"Jan., 2017"	"2017/01"	"Pneumonia, unspecified"	"J18.9"	274
	"Jan., 2017"	"2017/01"	"Emphysema, unspecified"	"J43.9"	28
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	79
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	28
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	532
	"Jan., 2017"	"2017/01"	"Asthma, unspecified"	"J45.9"	17
	"Jan., 2017"	"2017/01"	"Pneumonitis due to food and vomit"	"J69.0"	130
	"Jan., 2017"	"2017/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	73
	"Jan., 2017"	"2017/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	28
	"Jan., 2017"	"2017/01"	"Acute respiratory failure"	"J96.0"	27
	"Jan., 2017"	"2017/01"	"Chronic respiratory failure"	"J96.1"	16
	"Jan., 2017"	"2017/01"	"Respiratory failure, unspecified"	"J96.9"	40
	"Jan., 2017"	"2017/01"	"Other disorders of lung"	"J98.4"	16
	"Jan., 2017"	"2017/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	30
	"Jan., 2017"	"2017/01"	"Other and unspecified intestinal obstruction"	"K56.6"	17
	"Jan., 2017"	"2017/01"	"Perforation of intestine (nontraumatic)"	"K63.1"	14
	"Jan., 2017"	"2017/01"	"Alcoholic cirrhosis of liver"	"K70.3"	36
	"Jan., 2017"	"2017/01"	"Hepatic failure, unspecified"	"K72.9"	18
	"Jan., 2017"	"2017/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	75
	"Jan., 2017"	"2017/01"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	15
	"Jan., 2017"	"2017/01"	"Liver disease, unspecified"	"K76.9"	24
	"Jan., 2017"	"2017/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	50
	"Jan., 2017"	"2017/01"	"Cellulitis, unspecified"	"L03.9"	13
	"Jan., 2017"	"2017/01"	"Osteomyelitis, unspecified"	"M86.9"	11
	"Jan., 2017"	"2017/01"	"Acute renal failure, unspecified"	"N17.9"	61
	"Jan., 2017"	"2017/01"	"Chronic kidney disease, stage 5"	"N18.5"	94
	"Jan., 2017"	"2017/01"	"Chronic renal failure, unspecified"	"N18.9"	53
	"Jan., 2017"	"2017/01"	"Unspecified renal failure"	"N19"	54
	"Jan., 2017"	"2017/01"	"Other specified disorders of kidney and ureter"	"N28.8"	20
	"Jan., 2017"	"2017/01"	"Urinary tract infection, site not specified"	"N39.0"	53
	"Jan., 2017"	"2017/01"	"Extreme immaturity"	"P07.2"	12
	"Jan., 2017"	"2017/01"	"Respiratory arrest"	"R09.2"	58
	"Jan., 2017"	"2017/01"	"Malaise and fatigue"	"R53"	14
	"Jan., 2017"	"2017/01"	"Senility"	"R54"	12
	"Jan., 2017"	"2017/01"	"Other lack of expected normal physiological development"	"R62.8"	36
	"Jan., 2017"	"2017/01"	"Other specified general symptoms and signs"	"R68.8"	17
	"Jan., 2017"	"2017/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	49
	"Jan., 2017"	"2017/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	17
	"Jan., 2017"	"2017/01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	11
	"Jan., 2017"	"2017/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	51
	"Jan., 2017"	"2017/01"	"Fall on and from stairs and steps"	"W10"	20
	"Jan., 2017"	"2017/01"	"Other fall on same level"	"W18"	65
	"Jan., 2017"	"2017/01"	"Unspecified fall"	"W19"	62
	"Jan., 2017"	"2017/01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	21
	"Jan., 2017"	"2017/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	14
	"Jan., 2017"	"2017/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	190
	"Jan., 2017"	"2017/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	260
	"Jan., 2017"	"2017/01"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	10
	"Jan., 2017"	"2017/01"	"Exposure to unspecified factor causing fracture"	"X59.0"	13
	"Jan., 2017"	"2017/01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	15
	"Jan., 2017"	"2017/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19
	"Jan., 2017"	"2017/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	45
	"Jan., 2017"	"2017/01"	"Intentional self-harm by handgun discharge"	"X72"	10
	"Jan., 2017"	"2017/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	57
	"Jan., 2017"	"2017/01"	"Assault by other and unspecified firearm discharge"	"X95"	51
	"Feb., 2017"	"2017/02"	"Enterocolitis due to Clostridium difficile"	"A04.7"	28
	"Feb., 2017"	"2017/02"	"Septicaemia, unspecified"	"A41.9"	207
	"Feb., 2017"	"2017/02"	"Chronic viral hepatitis C"	"B18.2"	14
	"Feb., 2017"	"2017/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	57
	"Feb., 2017"	"2017/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	37
	"Feb., 2017"	"2017/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	129
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	10
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of rectum"	"C20"	33
	"Feb., 2017"	"2017/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	39
	"Feb., 2017"	"2017/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	28
	"Feb., 2017"	"2017/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	21
	"Feb., 2017"	"2017/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	170
	"Feb., 2017"	"2017/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	14
	"Feb., 2017"	"2017/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	539
	"Feb., 2017"	"2017/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	26
	"Feb., 2017"	"2017/02"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13
	"Feb., 2017"	"2017/02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	10
	"Feb., 2017"	"2017/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	153
	"Feb., 2017"	"2017/02"	"Endometrium - Malignant neoplasms"	"C54.1"	25
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	18
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of ovary"	"C56"	49
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of prostate"	"C61"	94
	"Feb., 2017"	"2017/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	45
	"Feb., 2017"	"2017/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	69
	"Feb., 2017"	"2017/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	66
	"Feb., 2017"	"2017/02"	"Malignant neoplasm without specification of site"	"C80"	149
	"Feb., 2017"	"2017/02"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	14
	"Feb., 2017"	"2017/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	39
	"Feb., 2017"	"2017/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	40
	"Feb., 2017"	"2017/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	14
	"Feb., 2017"	"2017/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	32
	"Feb., 2017"	"2017/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	11
	"Feb., 2017"	"2017/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	10
	"Feb., 2017"	"2017/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	19
	"Feb., 2017"	"2017/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	10
	"Feb., 2017"	"2017/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	21
	"Feb., 2017"	"2017/02"	"Anaemia, unspecified"	"D64.9"	14
	"Feb., 2017"	"2017/02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	25
	"Feb., 2017"	"2017/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	60
	"Feb., 2017"	"2017/02"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10
	"Feb., 2017"	"2017/02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	51
	"Feb., 2017"	"2017/02"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	15
	"Feb., 2017"	"2017/02"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	10
	"Feb., 2017"	"2017/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	118
	"Feb., 2017"	"2017/02"	"Other obesity"	"E66.8"	15
	"Feb., 2017"	"2017/02"	"Pure hypercholesterolaemia"	"E78.0"	10
	"Feb., 2017"	"2017/02"	"Hyperlipidaemia, unspecified"	"E78.5"	27
	"Feb., 2017"	"2017/02"	"Acidosis"	"E87.2"	17
	"Feb., 2017"	"2017/02"	"Metabolic disorder, unspecified"	"E88.9"	11
	"Feb., 2017"	"2017/02"	"Vascular dementia, unspecified"	"F01.9"	47
	"Feb., 2017"	"2017/02"	"Unspecified dementia"	"F03"	632
	"Feb., 2017"	"2017/02"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10
	"Feb., 2017"	"2017/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16
	"Feb., 2017"	"2017/02"	"Motor neuron disease"	"G12.2"	15
	"Feb., 2017"	"2017/02"	"Parkinson disease"	"G20"	135
	"Feb., 2017"	"2017/02"	"Alzheimer disease with late onset"	"G30.1"	25
	"Feb., 2017"	"2017/02"	"Alzheimer disease, unspecified"	"G30.9"	351
	"Feb., 2017"	"2017/02"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	26
	"Feb., 2017"	"2017/02"	"Other specified degenerative diseases of nervous system"	"G31.8"	18
	"Feb., 2017"	"2017/02"	"Degenerative disease of nervous system, unspecified"	"G31.9"	11
	"Feb., 2017"	"2017/02"	"Multiple sclerosis"	"G35"	32
	"Feb., 2017"	"2017/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	32
	"Feb., 2017"	"2017/02"	"Essential (primary) hypertension"	"I10"	63
	"Feb., 2017"	"2017/02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	39
	"Feb., 2017"	"2017/02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	92
	"Feb., 2017"	"2017/02"	"Hypertensive renal disease with renal failure"	"I12.0"	24
	"Feb., 2017"	"2017/02"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	14
	"Feb., 2017"	"2017/02"	"Acute subendocardial myocardial infarction"	"I21.4"	18
	"Feb., 2017"	"2017/02"	"Acute myocardial infarction, unspecified"	"I21.9"	458
	"Feb., 2017"	"2017/02"	"Other forms of acute ischaemic heart disease"	"I24.8"	16
	"Feb., 2017"	"2017/02"	"Acute ischaemic heart disease, unspecified"	"I24.9"	12
	"Feb., 2017"	"2017/02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	278
	"Feb., 2017"	"2017/02"	"Atherosclerotic heart disease"	"I25.1"	656
	"Feb., 2017"	"2017/02"	"Ischaemic cardiomyopathy"	"I25.5"	74
	"Feb., 2017"	"2017/02"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	36
	"Feb., 2017"	"2017/02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	46
	"Feb., 2017"	"2017/02"	"Other secondary pulmonary hypertension"	"I27.2"	29
	"Feb., 2017"	"2017/02"	"Acute and subacute infective endocarditis"	"I33.0"	12
	"Feb., 2017"	"2017/02"	"Mitral (valve) insufficiency"	"I34.0"	13
	"Feb., 2017"	"2017/02"	"Aortic (valve) stenosis"	"I35.0"	82
	"Feb., 2017"	"2017/02"	"Endocarditis, valve unspecified"	"I38"	26
	"Feb., 2017"	"2017/02"	"Dilated cardiomyopathy"	"I42.0"	13
	"Feb., 2017"	"2017/02"	"Cardiomyopathy, unspecified"	"I42.9"	84
	"Feb., 2017"	"2017/02"	"Sudden cardiac death, so described"	"I46.1"	18
	"Feb., 2017"	"2017/02"	"Cardiac arrest, unspecified"	"I46.9"	74
	"Feb., 2017"	"2017/02"	"Atrial fibrillation and flutter"	"I48"	119
	"Feb., 2017"	"2017/02"	"Cardiac arrhythmia, unspecified"	"I49.9"	44
	"Feb., 2017"	"2017/02"	"Congestive heart failure"	"I50.0"	334
	"Feb., 2017"	"2017/02"	"Heart failure, unspecified"	"I50.9"	71
	"Feb., 2017"	"2017/02"	"Cardiovascular disease, unspecified"	"I51.6"	30
	"Feb., 2017"	"2017/02"	"Other ill-defined heart diseases"	"I51.8"	13
	"Feb., 2017"	"2017/02"	"Heart disease, unspecified"	"I51.9"	22
	"Feb., 2017"	"2017/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	17
	"Feb., 2017"	"2017/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	54
	"Feb., 2017"	"2017/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	38
	"Feb., 2017"	"2017/02"	"Cerebral infarction, unspecified"	"I63.9"	33
	"Feb., 2017"	"2017/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	255
	"Feb., 2017"	"2017/02"	"Cerebral atherosclerosis"	"I67.2"	10
	"Feb., 2017"	"2017/02"	"Cerebrovascular disease, unspecified"	"I67.9"	90
	"Feb., 2017"	"2017/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	29
	"Feb., 2017"	"2017/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	12
	"Feb., 2017"	"2017/02"	"Generalized and unspecified atherosclerosis"	"I70.9"	10
	"Feb., 2017"	"2017/02"	"Dissection of aorta [any part]"	"I71.0"	12
	"Feb., 2017"	"2017/02"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	12
	"Feb., 2017"	"2017/02"	"Peripheral vascular disease, unspecified"	"I73.9"	44
	"Feb., 2017"	"2017/02"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	11
	"Feb., 2017"	"2017/02"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	18
	"Feb., 2017"	"2017/02"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	20
	"Feb., 2017"	"2017/02"	"Influenza with pneumonia, virus not identified"	"J11.0"	17
	"Feb., 2017"	"2017/02"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	33
	"Feb., 2017"	"2017/02"	"Pneumonia, unspecified"	"J18.9"	249
	"Feb., 2017"	"2017/02"	"Emphysema, unspecified"	"J43.9"	28
	"Feb., 2017"	"2017/02"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	79
	"Feb., 2017"	"2017/02"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	19
	"Feb., 2017"	"2017/02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	454
	"Feb., 2017"	"2017/02"	"Pneumonitis due to food and vomit"	"J69.0"	104
	"Feb., 2017"	"2017/02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	50
	"Feb., 2017"	"2017/02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	23
	"Feb., 2017"	"2017/02"	"Acute respiratory failure"	"J96.0"	18
	"Feb., 2017"	"2017/02"	"Chronic respiratory failure"	"J96.1"	15
	"Feb., 2017"	"2017/02"	"Respiratory failure, unspecified"	"J96.9"	32
	"Feb., 2017"	"2017/02"	"Other disorders of lung"	"J98.4"	20
	"Feb., 2017"	"2017/02"	"Vascular disorder of intestine, unspecified"	"K55.9"	26
	"Feb., 2017"	"2017/02"	"Other and unspecified intestinal obstruction"	"K56.6"	17
	"Feb., 2017"	"2017/02"	"Perforation of intestine (nontraumatic)"	"K63.1"	21
	"Feb., 2017"	"2017/02"	"Alcoholic cirrhosis of liver"	"K70.3"	31
	"Feb., 2017"	"2017/02"	"Hepatic failure, unspecified"	"K72.9"	25
	"Feb., 2017"	"2017/02"	"Other and unspecified cirrhosis of liver"	"K74.6"	64
	"Feb., 2017"	"2017/02"	"Liver disease, unspecified"	"K76.9"	23
	"Feb., 2017"	"2017/02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	48
	"Feb., 2017"	"2017/02"	"Acute renal failure, unspecified"	"N17.9"	31
	"Feb., 2017"	"2017/02"	"Chronic kidney disease, stage 5"	"N18.5"	91
	"Feb., 2017"	"2017/02"	"Chronic renal failure, unspecified"	"N18.9"	47
	"Feb., 2017"	"2017/02"	"Unspecified renal failure"	"N19"	58
	"Feb., 2017"	"2017/02"	"Other specified disorders of kidney and ureter"	"N28.8"	12
	"Feb., 2017"	"2017/02"	"Urinary tract infection, site not specified"	"N39.0"	54
