"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 1999"	"1999/01"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	10
	"Jan., 1999"	"1999/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	47
	"Jan., 1999"	"1999/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	51
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	34
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	214
	"Jan., 1999"	"1999/01"	"Unspecified protein-energy malnutrition"	"E46"	20
	"Jan., 1999"	"1999/01"	"Hyperlipidaemia, unspecified"	"E78.5"	14
	"Jan., 1999"	"1999/01"	"Volume depletion"	"E86"	32
	"Jan., 1999"	"1999/01"	"Vascular dementia, unspecified"	"F01.9"	11
	"Jan., 1999"	"1999/01"	"Unspecified dementia"	"F03"	139
	"Jan., 1999"	"1999/01"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	15
	"Jan., 1999"	"1999/01"	"Motor neuron disease"	"G12.2"	27
	"Jan., 1999"	"1999/01"	"Parkinson disease"	"G20"	87
	"Jan., 1999"	"1999/01"	"Alzheimer disease with late onset"	"G30.1"	26
	"Jan., 1999"	"1999/01"	"Alzheimer disease, unspecified"	"G30.9"	194
	"Jan., 1999"	"1999/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	26
	"Jan., 1999"	"1999/01"	"Mitral stenosis"	"I05.0"	15
	"Jan., 1999"	"1999/01"	"Essential (primary) hypertension"	"I10"	48
	"Jan., 1999"	"1999/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	37
	"Jan., 1999"	"1999/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	39
	"Jan., 1999"	"1999/01"	"Hypertensive renal disease with renal failure"	"I12.0"	27
	"Jan., 1999"	"1999/01"	"Acute myocardial infarction, unspecified"	"I21.9"	1259
	"Jan., 1999"	"1999/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	493
	"Jan., 1999"	"1999/01"	"Atherosclerotic heart disease"	"I25.1"	1226
	"Jan., 1999"	"1999/01"	"Ischaemic cardiomyopathy"	"I25.5"	86
	"Jan., 1999"	"1999/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	62
	"Jan., 1999"	"1999/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	62
	"Jan., 1999"	"1999/01"	"Primary pulmonary hypertension"	"I27.0"	15
	"Jan., 1999"	"1999/01"	"Mitral (valve) insufficiency"	"I34.0"	21
	"Jan., 1999"	"1999/01"	"Aortic (valve) stenosis"	"I35.0"	83
	"Jan., 1999"	"1999/01"	"Endocarditis, valve unspecified"	"I38"	27
	"Jan., 1999"	"1999/01"	"Dilated cardiomyopathy"	"I42.0"	26
	"Jan., 1999"	"1999/01"	"Cardiomyopathy, unspecified"	"I42.9"	120
	"Jan., 1999"	"1999/01"	"Sudden cardiac death, so described"	"I46.1"	28
	"Jan., 1999"	"1999/01"	"Cardiac arrest, unspecified"	"I46.9"	141
	"Jan., 1999"	"1999/01"	"Atrial fibrillation and flutter"	"I48"	45
	"Jan., 1999"	"1999/01"	"Ventricular fibrillation and flutter"	"I49.0"	18
	"Jan., 1999"	"1999/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	88
	"Jan., 1999"	"1999/01"	"Congestive heart failure"	"I50.0"	299
	"Jan., 1999"	"1999/01"	"Heart failure, unspecified"	"I50.9"	30
	"Jan., 1999"	"1999/01"	"Cardiovascular disease, unspecified"	"I51.6"	18
	"Jan., 1999"	"1999/01"	"Heart disease, unspecified"	"I51.9"	10
	"Jan., 1999"	"1999/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	34
	"Jan., 1999"	"1999/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	108
	"Jan., 1999"	"1999/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	19
	"Jan., 1999"	"1999/01"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	19
	"Jan., 1999"	"1999/01"	"Cerebral infarction, unspecified"	"I63.9"	77
	"Jan., 1999"	"1999/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	478
	"Jan., 1999"	"1999/01"	"Cerebral atherosclerosis"	"I67.2"	14
	"Jan., 1999"	"1999/01"	"Other specified cerebrovascular diseases"	"I67.8"	12
	"Jan., 1999"	"1999/01"	"Cerebrovascular disease, unspecified"	"I67.9"	53
	"Jan., 1999"	"1999/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	36
	"Jan., 1999"	"1999/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	26
	"Jan., 1999"	"1999/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	62
	"Jan., 1999"	"1999/01"	"Dissection of aorta [any part]"	"I71.0"	15
	"Jan., 1999"	"1999/01"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	10
	"Jan., 1999"	"1999/01"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	10
	"Jan., 1999"	"1999/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	22
	"Jan., 1999"	"1999/01"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	12
	"Jan., 1999"	"1999/01"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	10
	"Jan., 1999"	"1999/01"	"Peripheral vascular disease, unspecified"	"I73.9"	47
	"Jan., 1999"	"1999/01"	"Bronchopneumonia, unspecified"	"J18.0"	10
	"Jan., 1999"	"1999/01"	"Pneumonia, unspecified"	"J18.9"	361
	"Jan., 1999"	"1999/01"	"Emphysema, unspecified"	"J43.9"	90
	"Jan., 1999"	"1999/01"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	22
	"Jan., 1999"	"1999/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	537
	"Jan., 1999"	"1999/01"	"Asthma, unspecified"	"J45.9"	17
	"Jan., 1999"	"1999/01"	"Coalworker pneumoconiosis"	"J60"	26
	"Jan., 1999"	"1999/01"	"Pneumonitis due to food and vomit"	"J69.0"	144
	"Jan., 1999"	"1999/01"	"Adult respiratory distress syndrome"	"J80"	11
	"Jan., 1999"	"1999/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	52
	"Jan., 1999"	"1999/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	18
	"Jan., 1999"	"1999/01"	"Respiratory failure, unspecified"	"J96.9"	34
	"Jan., 1999"	"1999/01"	"Other disorders of lung"	"J98.4"	24
	"Jan., 1999"	"1999/01"	"Acute vascular disorders of intestine"	"K55.0"	20
	"Jan., 1999"	"1999/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	29
	"Jan., 1999"	"1999/01"	"Other and unspecified intestinal obstruction"	"K56.6"	16
	"Jan., 1999"	"1999/01"	"Alcoholic cirrhosis of liver"	"K70.3"	21
	"Jan., 1999"	"1999/01"	"Hepatic failure, unspecified"	"K72.9"	29
	"Jan., 1999"	"1999/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	80
	"Jan., 1999"	"1999/01"	"Acute pancreatitis"	"K85"	16
	"Jan., 1999"	"1999/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	77
	"Jan., 1999"	"1999/01"	"Rheumatoid arthritis, unspecified"	"M06.9"	14
	"Jan., 1999"	"1999/01"	"Acute renal failure, unspecified"	"N17.9"	53
	"Jan., 1999"	"1999/01"	"End-stage renal disease"	"N18.0"	43
	"Jan., 1999"	"1999/01"	"Chronic renal failure, unspecified"	"N18.9"	45
	"Jan., 1999"	"1999/01"	"Unspecified renal failure"	"N19"	108
	"Jan., 1999"	"1999/01"	"Urinary tract infection, site not specified"	"N39.0"	68
	"Jan., 1999"	"1999/01"	"Respiratory arrest"	"R09.2"	29
	"Jan., 1999"	"1999/01"	"Other and unspecified convulsions"	"R56.8"	10
	"Jan., 1999"	"1999/01"	"Sudden infant death syndrome - SIDS"	"R95"	11
	"Jan., 1999"	"1999/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	77
	"Jan., 1999"	"1999/01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	10
	"Jan., 1999"	"1999/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	37
	"Jan., 1999"	"1999/01"	"Fall on and from stairs and steps"	"W10"	16
	"Jan., 1999"	"1999/01"	"Unspecified fall"	"W19"	26
	"Jan., 1999"	"1999/01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	20
	"Jan., 1999"	"1999/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	17
	"Jan., 1999"	"1999/01"	"Exposure to excessive natural cold"	"X31"	15
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52
	"Jan., 1999"	"1999/01"	"Exposure to unspecified factor"	"X59"	47
	"Jan., 1999"	"1999/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	32
	"Jan., 1999"	"1999/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	59
	"Jan., 1999"	"1999/01"	"Assault by other and unspecified firearm discharge"	"X95"	46
	"Feb., 1999"	"1999/02"	"Septicaemia, unspecified"	"A41.9"	206
	"Feb., 1999"	"1999/02"	"Acute hepatitis C"	"B17.1"	10
	"Feb., 1999"	"1999/02"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	12
	"Feb., 1999"	"1999/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	48
	"Feb., 1999"	"1999/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	50
	"Feb., 1999"	"1999/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	239
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of rectum"	"C20"	30
	"Feb., 1999"	"1999/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	17
	"Feb., 1999"	"1999/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	13
	"Feb., 1999"	"1999/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	21
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of gallbladder"	"C23"	14
	"Feb., 1999"	"1999/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	115
	"Feb., 1999"	"1999/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	19
	"Feb., 1999"	"1999/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	659
	"Feb., 1999"	"1999/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	33
	"Feb., 1999"	"1999/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	191
	"Feb., 1999"	"1999/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	23
	"Feb., 1999"	"1999/02"	"Endometrium - Malignant neoplasms"	"C54.1"	13
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	20
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of ovary"	"C56"	70
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of prostate"	"C61"	142
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	46
	"Feb., 1999"	"1999/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	56
	"Feb., 1999"	"1999/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	41
	"Feb., 1999"	"1999/02"	"Head, face and neck - Malignant neoplasms"	"C76.0"	10
	"Feb., 1999"	"1999/02"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	11
	"Feb., 1999"	"1999/02"	"Malignant neoplasm without specification of site"	"C80"	155
	"Feb., 1999"	"1999/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	116
	"Feb., 1999"	"1999/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	47
	"Feb., 1999"	"1999/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	25
	"Feb., 1999"	"1999/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	27
	"Feb., 1999"	"1999/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	17
	"Feb., 1999"	"1999/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	16
	"Feb., 1999"	"1999/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	24
	"Feb., 1999"	"1999/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	12
	"Feb., 1999"	"1999/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	14
	"Feb., 1999"	"1999/02"	"Anaemia, unspecified"	"D64.9"	13
	"Feb., 1999"	"1999/02"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	10
	"Feb., 1999"	"1999/02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	35
	"Feb., 1999"	"1999/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	37
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	24
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	186
	"Feb., 1999"	"1999/02"	"Unspecified protein-energy malnutrition"	"E46"	19
	"Feb., 1999"	"1999/02"	"Volume depletion"	"E86"	37
	"Feb., 1999"	"1999/02"	"Acidosis"	"E87.2"	10
	"Feb., 1999"	"1999/02"	"Unspecified dementia"	"F03"	109
	"Feb., 1999"	"1999/02"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11
	"Feb., 1999"	"1999/02"	"Motor neuron disease"	"G12.2"	23
	"Feb., 1999"	"1999/02"	"Parkinson disease"	"G20"	67
	"Feb., 1999"	"1999/02"	"Alzheimer disease with late onset"	"G30.1"	23
	"Feb., 1999"	"1999/02"	"Alzheimer disease, unspecified"	"G30.9"	191
	"Feb., 1999"	"1999/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	29
	"Feb., 1999"	"1999/02"	"Mitral stenosis"	"I05.0"	12
	"Feb., 1999"	"1999/02"	"Essential (primary) hypertension"	"I10"	32
	"Feb., 1999"	"1999/02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	22
	"Feb., 1999"	"1999/02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	48
	"Feb., 1999"	"1999/02"	"Hypertensive renal disease with renal failure"	"I12.0"	22
	"Feb., 1999"	"1999/02"	"Acute myocardial infarction, unspecified"	"I21.9"	1053
	"Feb., 1999"	"1999/02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	408
	"Feb., 1999"	"1999/02"	"Atherosclerotic heart disease"	"I25.1"	1092
	"Feb., 1999"	"1999/02"	"Ischaemic cardiomyopathy"	"I25.5"	82
	"Feb., 1999"	"1999/02"	"Other forms of chronic ischaemic heart disease"	"I25.8"	12
	"Feb., 1999"	"1999/02"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	31
	"Feb., 1999"	"1999/02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	48
	"Feb., 1999"	"1999/02"	"Primary pulmonary hypertension"	"I27.0"	16
	"Feb., 1999"	"1999/02"	"Mitral (valve) insufficiency"	"I34.0"	13
	"Feb., 1999"	"1999/02"	"Aortic (valve) stenosis"	"I35.0"	68
	"Feb., 1999"	"1999/02"	"Endocarditis, valve unspecified"	"I38"	38
	"Feb., 1999"	"1999/02"	"Dilated cardiomyopathy"	"I42.0"	23
	"Feb., 1999"	"1999/02"	"Cardiomyopathy, unspecified"	"I42.9"	123
	"Feb., 1999"	"1999/02"	"Sudden cardiac death, so described"	"I46.1"	26
	"Feb., 1999"	"1999/02"	"Cardiac arrest, unspecified"	"I46.9"	108
	"Feb., 1999"	"1999/02"	"Atrial fibrillation and flutter"	"I48"	36
	"Feb., 1999"	"1999/02"	"Cardiac arrhythmia, unspecified"	"I49.9"	68
	"Feb., 1999"	"1999/02"	"Congestive heart failure"	"I50.0"	315
	"Feb., 1999"	"1999/02"	"Heart failure, unspecified"	"I50.9"	31
	"Feb., 1999"	"1999/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	20
	"Feb., 1999"	"1999/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	79
	"Feb., 1999"	"1999/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	23
	"Feb., 1999"	"1999/02"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	10
	"Feb., 1999"	"1999/02"	"Cerebral infarction, unspecified"	"I63.9"	84
	"Feb., 1999"	"1999/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	394
	"Feb., 1999"	"1999/02"	"Cerebral atherosclerosis"	"I67.2"	19
	"Feb., 1999"	"1999/02"	"Cerebrovascular disease, unspecified"	"I67.9"	35
	"Feb., 1999"	"1999/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	33
	"Feb., 1999"	"1999/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	20
	"Feb., 1999"	"1999/02"	"Generalized and unspecified atherosclerosis"	"I70.9"	50
	"Feb., 1999"	"1999/02"	"Dissection of aorta [any part]"	"I71.0"	12
	"Feb., 1999"	"1999/02"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	37
	"Feb., 1999"	"1999/02"	"Peripheral vascular disease, unspecified"	"I73.9"	41
	"Feb., 1999"	"1999/02"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	14
	"Feb., 1999"	"1999/02"	"Pneumonia, unspecified"	"J18.9"	371
	"Feb., 1999"	"1999/02"	"Emphysema, unspecified"	"J43.9"	113
	"Feb., 1999"	"1999/02"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	28
	"Feb., 1999"	"1999/02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	537
	"Feb., 1999"	"1999/02"	"Asthma, unspecified"	"J45.9"	20
	"Feb., 1999"	"1999/02"	"Coalworker pneumoconiosis"	"J60"	22
	"Feb., 1999"	"1999/02"	"Pneumonitis due to food and vomit"	"J69.0"	118
	"Feb., 1999"	"1999/02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	42
	"Feb., 1999"	"1999/02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	13
	"Feb., 1999"	"1999/02"	"Respiratory failure, unspecified"	"J96.9"	32
	"Feb., 1999"	"1999/02"	"Other disorders of lung"	"J98.4"	13
	"Feb., 1999"	"1999/02"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	14
	"Feb., 1999"	"1999/02"	"Acute vascular disorders of intestine"	"K55.0"	11
	"Feb., 1999"	"1999/02"	"Vascular disorder of intestine, unspecified"	"K55.9"	22
	"Feb., 1999"	"1999/02"	"Other and unspecified intestinal obstruction"	"K56.6"	14
	"Feb., 1999"	"1999/02"	"Alcoholic cirrhosis of liver"	"K70.3"	11
	"Feb., 1999"	"1999/02"	"Hepatic failure, unspecified"	"K72.9"	19
	"Feb., 1999"	"1999/02"	"Other and unspecified cirrhosis of liver"	"K74.6"	42
	"Feb., 1999"	"1999/02"	"Liver disease, unspecified"	"K76.9"	13
	"Feb., 1999"	"1999/02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	36
	"Feb., 1999"	"1999/02"	"Decubitus ulcer"	"L89"	13
	"Feb., 1999"	"1999/02"	"Rheumatoid arthritis, unspecified"	"M06.9"	10
	"Feb., 1999"	"1999/02"	"Osteoporosis, unspecified"	"M81.9"	13
	"Feb., 1999"	"1999/02"	"Acute renal failure, unspecified"	"N17.9"	42
	"Feb., 1999"	"1999/02"	"End-stage renal disease"	"N18.0"	45
	"Feb., 1999"	"1999/02"	"Chronic renal failure, unspecified"	"N18.9"	34
	"Feb., 1999"	"1999/02"	"Unspecified renal failure"	"N19"	129
	"Feb., 1999"	"1999/02"	"Urinary tract infection, site not specified"	"N39.0"	60
	"Feb., 1999"	"1999/02"	"Extreme immaturity"	"P07.2"	11
	"Feb., 1999"	"1999/02"	"Respiratory arrest"	"R09.2"	20
	"Feb., 1999"	"1999/02"	"Other ill-defined and unspecified causes of mortality"	"R99"	68
	"Feb., 1999"	"1999/02"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12
	"Feb., 1999"	"1999/02"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	47
	"Feb., 1999"	"1999/02"	"Fall on same level from slipping, tripping and stumbling"	"W01"	10
	"Feb., 1999"	"1999/02"	"Fall on and from stairs and steps"	"W10"	17
	"Feb., 1999"	"1999/02"	"Unspecified fall"	"W19"	34
	"Feb., 1999"	"1999/02"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	12
	"Feb., 1999"	"1999/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24
	"Feb., 1999"	"1999/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	33
	"Feb., 1999"	"1999/02"	"Exposure to unspecified factor"	"X59"	35
	"Feb., 1999"	"1999/02"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13
	"Feb., 1999"	"1999/02"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18
	"Feb., 1999"	"1999/02"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	10
	"Feb., 1999"	"1999/02"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	39
	"Feb., 1999"	"1999/02"	"Assault by other and unspecified firearm discharge"	"X95"	44
	"Mar., 1999"	"1999/03"	"Enterocolitis due to Clostridium difficile"	"A04.7"	19
	"Mar., 1999"	"1999/03"	"Septicaemia, unspecified"	"A41.9"	275
	"Mar., 1999"	"1999/03"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	73
	"Mar., 1999"	"1999/03"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	61
	"Mar., 1999"	"1999/03"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	250
	"Mar., 1999"	"1999/03"	"Malignant neoplasm of rectum"	"C20"	36
	"Mar., 1999"	"1999/03"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	17
	"Mar., 1999"	"1999/03"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	14
	"Mar., 1999"	"1999/03"	"Malignant neoplasm of gallbladder"	"C23"	15
	"Mar., 1999"	"1999/03"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	133
	"Mar., 1999"	"1999/03"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	16
	"Mar., 1999"	"1999/03"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	683
	"Mar., 1999"	"1999/03"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	26
	"Mar., 1999"	"1999/03"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	12
	"Mar., 1999"	"1999/03"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	216
	"Mar., 1999"	"1999/03"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	24
	"Mar., 1999"	"1999/03"	"Endometrium - Malignant neoplasms"	"C54.1"	13
	"Mar., 1999"	"1999/03"	"Malignant neoplasm of uterus, part unspecified"	"C55"	27
	"Mar., 1999"	"1999/03"	"Malignant neoplasm of ovary"	"C56"	61
	"Mar., 1999"	"1999/03"	"Malignant neoplasm of prostate"	"C61"	163
