"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 1999"	"1999/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	27
	"Jan., 1999"	"1999/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	38
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of gallbladder"	"C23"	16
	"Jan., 1999"	"1999/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	249
	"Jan., 1999"	"1999/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	23
	"Jan., 1999"	"1999/01"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	24
	"Jan., 1999"	"1999/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1155
	"Jan., 1999"	"1999/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	37
	"Jan., 1999"	"1999/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	12
	"Jan., 1999"	"1999/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	30
	"Jan., 1999"	"1999/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	344
	"Jan., 1999"	"1999/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	48
	"Jan., 1999"	"1999/01"	"Endometrium - Malignant neoplasms"	"C54.1"	31
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	26
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of ovary"	"C56"	129
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of prostate"	"C61"	258
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	82
	"Jan., 1999"	"1999/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	83
	"Jan., 1999"	"1999/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	111
	"Jan., 1999"	"1999/01"	"Malignant neoplasm of thyroid gland"	"C73"	12
	"Jan., 1999"	"1999/01"	"Head, face and neck - Malignant neoplasms"	"C76.0"	17
	"Jan., 1999"	"1999/01"	"Abdomen - Malignant neoplasms"	"C76.2"	10
	"Jan., 1999"	"1999/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	38
	"Jan., 1999"	"1999/01"	"Secondary malignant neoplasm of kidney and renal pelvis - Malignant neoplasms"	"C79.0"	11
	"Jan., 1999"	"1999/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	10
	"Jan., 1999"	"1999/01"	"Malignant neoplasm without specification of site"	"C80"	199
	"Jan., 1999"	"1999/01"	"Hodgkin disease, unspecified"	"C81.9"	18
	"Jan., 1999"	"1999/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	15
	"Jan., 1999"	"1999/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	155
	"Jan., 1999"	"1999/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	88
	"Jan., 1999"	"1999/01"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	20
	"Jan., 1999"	"1999/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	36
	"Jan., 1999"	"1999/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	61
	"Jan., 1999"	"1999/01"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	17
	"Jan., 1999"	"1999/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	20
	"Jan., 1999"	"1999/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	17
	"Jan., 1999"	"1999/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	43
	"Jan., 1999"	"1999/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	34
	"Jan., 1999"	"1999/01"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	10
	"Jan., 1999"	"1999/01"	"Aplastic anaemia, unspecified"	"D61.9"	11
	"Jan., 1999"	"1999/01"	"Anaemia, unspecified"	"D64.9"	14
	"Jan., 1999"	"1999/01"	"Hypothyroidism, unspecified"	"E03.9"	16
	"Jan., 1999"	"1999/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	32
	"Jan., 1999"	"1999/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	47
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	15
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	19
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	77
	"Jan., 1999"	"1999/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	382
	"Jan., 1999"	"1999/01"	"Unspecified protein-energy malnutrition"	"E46"	15
	"Jan., 1999"	"1999/01"	"Other obesity"	"E66.8"	24
	"Jan., 1999"	"1999/01"	"Pure hypercholesterolaemia"	"E78.0"	11
	"Jan., 1999"	"1999/01"	"Hyperlipidaemia, unspecified"	"E78.5"	30
	"Jan., 1999"	"1999/01"	"Volume depletion"	"E86"	25
	"Jan., 1999"	"1999/01"	"Unspecified dementia"	"F03"	209
	"Jan., 1999"	"1999/01"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	13
	"Jan., 1999"	"1999/01"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12
	"Jan., 1999"	"1999/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	39
	"Jan., 1999"	"1999/01"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	26
	"Jan., 1999"	"1999/01"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	12
	"Jan., 1999"	"1999/01"	"Motor neuron disease"	"G12.2"	38
	"Jan., 1999"	"1999/01"	"Parkinson disease"	"G20"	144
	"Jan., 1999"	"1999/01"	"Alzheimer disease, unspecified"	"G30.9"	386
	"Jan., 1999"	"1999/01"	"Multiple sclerosis"	"G35"	30
	"Jan., 1999"	"1999/01"	"Epilepsy, unspecified"	"G40.9"	13
	"Jan., 1999"	"1999/01"	"Muscular dystrophy"	"G71.0"	10
	"Jan., 1999"	"1999/01"	"Infantile cerebral palsy, unspecified"	"G80.9"	13
	"Jan., 1999"	"1999/01"	"Mitral valve disease, unspecified"	"I05.9"	15
	"Jan., 1999"	"1999/01"	"Essential (primary) hypertension"	"I10"	136
	"Jan., 1999"	"1999/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	129
	"Jan., 1999"	"1999/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	197
	"Jan., 1999"	"1999/01"	"Hypertensive renal disease with renal failure"	"I12.0"	82
	"Jan., 1999"	"1999/01"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	19
	"Jan., 1999"	"1999/01"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	32
	"Jan., 1999"	"1999/01"	"Acute myocardial infarction, unspecified"	"I21.9"	1641
	"Jan., 1999"	"1999/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	899
	"Jan., 1999"	"1999/01"	"Atherosclerotic heart disease"	"I25.1"	2658
	"Jan., 1999"	"1999/01"	"Ischaemic cardiomyopathy"	"I25.5"	115
	"Jan., 1999"	"1999/01"	"Other forms of chronic ischaemic heart disease"	"I25.8"	39
	"Jan., 1999"	"1999/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	107
	"Jan., 1999"	"1999/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	48
	"Jan., 1999"	"1999/01"	"Primary pulmonary hypertension"	"I27.0"	16
	"Jan., 1999"	"1999/01"	"Mitral (valve) insufficiency"	"I34.0"	17
	"Jan., 1999"	"1999/01"	"Aortic (valve) stenosis"	"I35.0"	95
	"Jan., 1999"	"1999/01"	"Aortic valve disorder, unspecified"	"I35.9"	12
	"Jan., 1999"	"1999/01"	"Endocarditis, valve unspecified"	"I38"	41
	"Jan., 1999"	"1999/01"	"Dilated cardiomyopathy"	"I42.0"	84
	"Jan., 1999"	"1999/01"	"Other hypertrophic cardiomyopathy"	"I42.2"	29
	"Jan., 1999"	"1999/01"	"Alcoholic cardiomyopathy"	"I42.6"	14
	"Jan., 1999"	"1999/01"	"Cardiomyopathy, unspecified"	"I42.9"	187
	"Jan., 1999"	"1999/01"	"Cardiac arrest, unspecified"	"I46.9"	23
	"Jan., 1999"	"1999/01"	"Atrial fibrillation and flutter"	"I48"	72
	"Jan., 1999"	"1999/01"	"Congestive heart failure"	"I50.0"	358
	"Jan., 1999"	"1999/01"	"Heart failure, unspecified"	"I50.9"	10
	"Jan., 1999"	"1999/01"	"Cardiovascular disease, unspecified"	"I51.6"	27
	"Jan., 1999"	"1999/01"	"Cardiomegaly"	"I51.7"	12
	"Jan., 1999"	"1999/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	61
	"Jan., 1999"	"1999/01"	"Intracerebral haemorrhage in brain stem"	"I61.3"	11
	"Jan., 1999"	"1999/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	165
	"Jan., 1999"	"1999/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	59
	"Jan., 1999"	"1999/01"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	27
	"Jan., 1999"	"1999/01"	"Cerebral infarction, unspecified"	"I63.9"	107
	"Jan., 1999"	"1999/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	806
	"Jan., 1999"	"1999/01"	"Cerebral atherosclerosis"	"I67.2"	10
	"Jan., 1999"	"1999/01"	"Cerebrovascular disease, unspecified"	"I67.9"	18
	"Jan., 1999"	"1999/01"	"Sequelae of cerebral infarction"	"I69.3"	17
	"Jan., 1999"	"1999/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	171
	"Jan., 1999"	"1999/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	196
	"Jan., 1999"	"1999/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	178
	"Jan., 1999"	"1999/01"	"Dissection of aorta [any part]"	"I71.0"	42
	"Jan., 1999"	"1999/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	34
	"Jan., 1999"	"1999/01"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	17
	"Jan., 1999"	"1999/01"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	19
	"Jan., 1999"	"1999/01"	"Peripheral vascular disease, unspecified"	"I73.9"	53
	"Jan., 1999"	"1999/01"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	11
	"Jan., 1999"	"1999/01"	"Bacterial pneumonia, unspecified"	"J15.9"	14
	"Jan., 1999"	"1999/01"	"Bronchopneumonia, unspecified"	"J18.0"	15
	"Jan., 1999"	"1999/01"	"Pneumonia, unspecified"	"J18.9"	321
	"Jan., 1999"	"1999/01"	"Bronchitis, not specified as acute or chronic"	"J40"	11
	"Jan., 1999"	"1999/01"	"Unspecified chronic bronchitis"	"J42"	12
	"Jan., 1999"	"1999/01"	"Emphysema, unspecified"	"J43.9"	211
	"Jan., 1999"	"1999/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	10
	"Jan., 1999"	"1999/01"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	47
	"Jan., 1999"	"1999/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1057
	"Jan., 1999"	"1999/01"	"Asthma, unspecified"	"J45.9"	47
	"Jan., 1999"	"1999/01"	"Bronchiectasis"	"J47"	15
	"Jan., 1999"	"1999/01"	"Pneumonitis due to food and vomit"	"J69.0"	27
	"Jan., 1999"	"1999/01"	"Adult respiratory distress syndrome"	"J80"	11
	"Jan., 1999"	"1999/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	87
	"Jan., 1999"	"1999/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	36
	"Jan., 1999"	"1999/01"	"Other disorders of lung"	"J98.4"	21
	"Jan., 1999"	"1999/01"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	10
	"Jan., 1999"	"1999/01"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	10
	"Jan., 1999"	"1999/01"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	14
	"Jan., 1999"	"1999/01"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	15
	"Jan., 1999"	"1999/01"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	14
	"Jan., 1999"	"1999/01"	"Acute vascular disorders of intestine"	"K55.0"	38
	"Jan., 1999"	"1999/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	42
	"Jan., 1999"	"1999/01"	"Other and unspecified intestinal obstruction"	"K56.6"	21
	"Jan., 1999"	"1999/01"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	20
	"Jan., 1999"	"1999/01"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	12
	"Jan., 1999"	"1999/01"	"Alcoholic hepatitis"	"K70.1"	10
	"Jan., 1999"	"1999/01"	"Alcoholic cirrhosis of liver"	"K70.3"	113
	"Jan., 1999"	"1999/01"	"Alcoholic hepatic failure"	"K70.4"	24
	"Jan., 1999"	"1999/01"	"Alcoholic liver disease, unspecified"	"K70.9"	53
	"Jan., 1999"	"1999/01"	"Hepatic failure, unspecified"	"K72.9"	15
	"Jan., 1999"	"1999/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	107
	"Jan., 1999"	"1999/01"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	13
	"Jan., 1999"	"1999/01"	"Acute pancreatitis"	"K85"	22
	"Jan., 1999"	"1999/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	23
	"Jan., 1999"	"1999/01"	"Rheumatoid arthritis, unspecified"	"M06.9"	22
	"Jan., 1999"	"1999/01"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	10
	"Jan., 1999"	"1999/01"	"Other forms of systemic sclerosis"	"M34.8"	13
	"Jan., 1999"	"1999/01"	"Osteomyelitis, unspecified"	"M86.9"	12
	"Jan., 1999"	"1999/01"	"Acute renal failure, unspecified"	"N17.9"	29
	"Jan., 1999"	"1999/01"	"End-stage renal disease"	"N18.0"	49
	"Jan., 1999"	"1999/01"	"Chronic renal failure, unspecified"	"N18.9"	82
	"Jan., 1999"	"1999/01"	"Unspecified renal failure"	"N19"	63
	"Jan., 1999"	"1999/01"	"Urinary tract infection, site not specified"	"N39.0"	188
	"Jan., 1999"	"1999/01"	"Hyperplasia of prostate"	"N40"	13
	"Jan., 1999"	"1999/01"	"Extreme immaturity"	"P07.2"	18
	"Jan., 1999"	"1999/01"	"Congenital malformation of heart, unspecified"	"Q24.9"	12
	"Jan., 1999"	"1999/01"	"Sudden infant death syndrome - SIDS"	"R95"	29
	"Jan., 1999"	"1999/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	45
	"Jan., 1999"	"1999/01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	45
	"Jan., 1999"	"1999/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	17
	"Jan., 1999"	"1999/01"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	22
	"Jan., 1999"	"1999/01"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	20
	"Jan., 1999"	"1999/01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	10
	"Jan., 1999"	"1999/01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	19
	"Jan., 1999"	"1999/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	70
	"Jan., 1999"	"1999/01"	"Other fall on same level"	"W18"	12
	"Jan., 1999"	"1999/01"	"Unspecified fall"	"W19"	59
	"Jan., 1999"	"1999/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	29
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	94
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59
	"Jan., 1999"	"1999/01"	"Exposure to unspecified factor"	"X59"	26
	"Jan., 1999"	"1999/01"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11
	"Jan., 1999"	"1999/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	25
	"Jan., 1999"	"1999/01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	12
	"Jan., 1999"	"1999/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	59
	"Jan., 1999"	"1999/01"	"Intentional self-harm by handgun discharge"	"X72"	56
	"Jan., 1999"	"1999/01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	24
	"Jan., 1999"	"1999/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	43
	"Jan., 1999"	"1999/01"	"Intentional self-harm by sharp object"	"X78"	11
	"Jan., 1999"	"1999/01"	"Assault by handgun discharge"	"X93"	13
	"Jan., 1999"	"1999/01"	"Assault by other and unspecified firearm discharge"	"X95"	120
	"Jan., 1999"	"1999/01"	"Assault by sharp object"	"X99"	22
	"Jan., 1999"	"1999/01"	"Assault by unspecified means"	"Y09"	17
	"Jan., 1999"	"1999/01"	"Sequelae of motor-vehicle accident"	"Y85.0"	17
	"Feb., 1999"	"1999/02"	"Septicaemia, unspecified"	"A41.9"	43
	"Feb., 1999"	"1999/02"	"Acute hepatitis C"	"B17.1"	46
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other bacterial infections"	"B20.1"	12
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other viral infections"	"B20.3"	13
	"Feb., 1999"	"1999/02"	"HIV disease resulting in multiple infections"	"B20.7"	17
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	18
	"Feb., 1999"	"1999/02"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	17
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other specified conditions"	"B23.8"	30
	"Feb., 1999"	"1999/02"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	19
	"Feb., 1999"	"1999/02"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	12
	"Feb., 1999"	"1999/02"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	23
	"Feb., 1999"	"1999/02"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	14
	"Feb., 1999"	"1999/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	89
	"Feb., 1999"	"1999/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	119
	"Feb., 1999"	"1999/02"	"Ascending colon - Malignant neoplasms"	"C18.2"	13
	"Feb., 1999"	"1999/02"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	17
	"Feb., 1999"	"1999/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	260
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of rectum"	"C20"	60
	"Feb., 1999"	"1999/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	70
	"Feb., 1999"	"1999/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	19
	"Feb., 1999"	"1999/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	38
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of gallbladder"	"C23"	21
	"Feb., 1999"	"1999/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	204
	"Feb., 1999"	"1999/02"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	10
	"Feb., 1999"	"1999/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	32
	"Feb., 1999"	"1999/02"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	23
	"Feb., 1999"	"1999/02"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	12
	"Feb., 1999"	"1999/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1055
	"Feb., 1999"	"1999/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	38
	"Feb., 1999"	"1999/02"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13
	"Feb., 1999"	"1999/02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	15
	"Feb., 1999"	"1999/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	357
	"Feb., 1999"	"1999/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	35
	"Feb., 1999"	"1999/02"	"Endometrium - Malignant neoplasms"	"C54.1"	28
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	27
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of ovary"	"C56"	110
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of prostate"	"C61"	218
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	82
	"Feb., 1999"	"1999/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	94
	"Feb., 1999"	"1999/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	92
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of thyroid gland"	"C73"	10
	"Feb., 1999"	"1999/02"	"Abdomen - Malignant neoplasms"	"C76.2"	11
	"Feb., 1999"	"1999/02"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	27
	"Feb., 1999"	"1999/02"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	17
	"Feb., 1999"	"1999/02"	"Malignant neoplasm without specification of site"	"C80"	187
	"Feb., 1999"	"1999/02"	"Hodgkin disease, unspecified"	"C81.9"	16
	"Feb., 1999"	"1999/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	162
	"Feb., 1999"	"1999/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	76
	"Feb., 1999"	"1999/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	30
	"Feb., 1999"	"1999/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	71
	"Feb., 1999"	"1999/02"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	10
	"Feb., 1999"	"1999/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	19
	"Feb., 1999"	"1999/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	20
	"Feb., 1999"	"1999/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	28
	"Feb., 1999"	"1999/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	12
	"Feb., 1999"	"1999/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	30
	"Feb., 1999"	"1999/02"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	11
	"Feb., 1999"	"1999/02"	"Anaemia, unspecified"	"D64.9"	16
	"Feb., 1999"	"1999/02"	"Hypothyroidism, unspecified"	"E03.9"	13
	"Feb., 1999"	"1999/02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	40
	"Feb., 1999"	"1999/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	57
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	15
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	65
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	385
	"Feb., 1999"	"1999/02"	"Unspecified protein-energy malnutrition"	"E46"	13
	"Feb., 1999"	"1999/02"	"Other obesity"	"E66.8"	12
	"Feb., 1999"	"1999/02"	"Pure hypercholesterolaemia"	"E78.0"	14
	"Feb., 1999"	"1999/02"	"Hyperlipidaemia, unspecified"	"E78.5"	19
	"Feb., 1999"	"1999/02"	"Volume depletion"	"E86"	14
	"Feb., 1999"	"1999/02"	"Unspecified dementia"	"F03"	210
	"Feb., 1999"	"1999/02"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11
	"Feb., 1999"	"1999/02"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	12
	"Feb., 1999"	"1999/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	43
	"Feb., 1999"	"1999/02"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	16
	"Feb., 1999"	"1999/02"	"Other eating disorders"	"F50.8"	10
	"Feb., 1999"	"1999/02"	"Motor neuron disease"	"G12.2"	46
	"Feb., 1999"	"1999/02"	"Parkinson disease"	"G20"	142
	"Feb., 1999"	"1999/02"	"Alzheimer disease, unspecified"	"G30.9"	427
