"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2012"	"2012/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	15
	"Jan., 2012"	"2012/01"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	13
	"Jan., 2012"	"2012/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	31
	"Jan., 2012"	"2012/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	410
	"Jan., 2012"	"2012/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	42
	"Jan., 2012"	"2012/01"	"Endometrium - Malignant neoplasms"	"C54.1"	36
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	42
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of ovary"	"C56"	127
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of prostate"	"C61"	243
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	121
	"Jan., 2012"	"2012/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	127
	"Jan., 2012"	"2012/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	161
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of thyroid gland"	"C73"	11
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	31
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	21
	"Jan., 2012"	"2012/01"	"Malignant neoplasm without specification of site"	"C80"	178
	"Jan., 2012"	"2012/01"	"Hodgkin disease, unspecified"	"C81.9"	11
	"Jan., 2012"	"2012/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	16
	"Jan., 2012"	"2012/01"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	27
	"Jan., 2012"	"2012/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	119
	"Jan., 2012"	"2012/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	102
	"Jan., 2012"	"2012/01"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	29
	"Jan., 2012"	"2012/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	45
	"Jan., 2012"	"2012/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	74
	"Jan., 2012"	"2012/01"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	12
	"Jan., 2012"	"2012/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	18
	"Jan., 2012"	"2012/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	18
	"Jan., 2012"	"2012/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	35
	"Jan., 2012"	"2012/01"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	12
	"Jan., 2012"	"2012/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	55
	"Jan., 2012"	"2012/01"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	12
	"Jan., 2012"	"2012/01"	"Anaemia, unspecified"	"D64.9"	13
	"Jan., 2012"	"2012/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	18
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	83
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	15
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	216
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	111
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	12
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	217
	"Jan., 2012"	"2012/01"	"Unspecified protein-energy malnutrition"	"E46"	10
	"Jan., 2012"	"2012/01"	"Other obesity"	"E66.8"	35
	"Jan., 2012"	"2012/01"	"Obesity, unspecified"	"E66.9"	10
	"Jan., 2012"	"2012/01"	"Pure hypercholesterolaemia"	"E78.0"	21
	"Jan., 2012"	"2012/01"	"Hyperlipidaemia, unspecified"	"E78.5"	88
	"Jan., 2012"	"2012/01"	"Multi-infarct dementia"	"F01.1"	22
	"Jan., 2012"	"2012/01"	"Vascular dementia, unspecified"	"F01.9"	163
	"Jan., 2012"	"2012/01"	"Unspecified dementia"	"F03"	602
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	20
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	14
	"Jan., 2012"	"2012/01"	"Motor neuron disease"	"G12.2"	79
	"Jan., 2012"	"2012/01"	"Parkinson disease"	"G20"	240
	"Jan., 2012"	"2012/01"	"Alzheimer disease with late onset"	"G30.1"	19
	"Jan., 2012"	"2012/01"	"Alzheimer disease, unspecified"	"G30.9"	1091
	"Jan., 2012"	"2012/01"	"Other specified degenerative diseases of nervous system"	"G31.8"	32
	"Jan., 2012"	"2012/01"	"Degenerative disease of nervous system, unspecified"	"G31.9"	10
	"Jan., 2012"	"2012/01"	"Multiple sclerosis"	"G35"	33
	"Jan., 2012"	"2012/01"	"Epilepsy, unspecified"	"G40.9"	12
	"Jan., 2012"	"2012/01"	"Muscular dystrophy"	"G71.0"	10
	"Jan., 2012"	"2012/01"	"Infantile cerebral palsy, unspecified"	"G80.9"	19
	"Jan., 2012"	"2012/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	17
	"Jan., 2012"	"2012/01"	"Mitral valve disease, unspecified"	"I05.9"	10
	"Jan., 2012"	"2012/01"	"Essential (primary) hypertension"	"I10"	243
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	160
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	189
	"Jan., 2012"	"2012/01"	"Hypertensive renal disease with renal failure"	"I12.0"	137
	"Jan., 2012"	"2012/01"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	17
	"Jan., 2012"	"2012/01"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	29
	"Jan., 2012"	"2012/01"	"Acute myocardial infarction, unspecified"	"I21.9"	1013
	"Jan., 2012"	"2012/01"	"Acute ischaemic heart disease, unspecified"	"I24.9"	15
	"Jan., 2012"	"2012/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	639
	"Jan., 2012"	"2012/01"	"Atherosclerotic heart disease"	"I25.1"	1807
	"Jan., 2012"	"2012/01"	"Ischaemic cardiomyopathy"	"I25.5"	87
	"Jan., 2012"	"2012/01"	"Other forms of chronic ischaemic heart disease"	"I25.8"	23
	"Jan., 2012"	"2012/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	78
	"Jan., 2012"	"2012/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	35
	"Jan., 2012"	"2012/01"	"Other secondary pulmonary hypertension"	"I27.2"	51
	"Jan., 2012"	"2012/01"	"Mitral (valve) insufficiency"	"I34.0"	21
	"Jan., 2012"	"2012/01"	"Aortic (valve) stenosis"	"I35.0"	160
	"Jan., 2012"	"2012/01"	"Aortic valve disorder, unspecified"	"I35.9"	14
	"Jan., 2012"	"2012/01"	"Endocarditis, valve unspecified"	"I38"	46
	"Jan., 2012"	"2012/01"	"Dilated cardiomyopathy"	"I42.0"	38
	"Jan., 2012"	"2012/01"	"Alcoholic cardiomyopathy"	"I42.6"	11
	"Jan., 2012"	"2012/01"	"Cardiomyopathy, unspecified"	"I42.9"	189
	"Jan., 2012"	"2012/01"	"Atrial fibrillation and flutter"	"I48"	185
	"Jan., 2012"	"2012/01"	"Ventricular fibrillation and flutter"	"I49.0"	10
	"Jan., 2012"	"2012/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	15
	"Jan., 2012"	"2012/01"	"Congestive heart failure"	"I50.0"	440
	"Jan., 2012"	"2012/01"	"Heart failure, unspecified"	"I50.9"	12
	"Jan., 2012"	"2012/01"	"Cardiovascular disease, unspecified"	"I51.6"	45
	"Jan., 2012"	"2012/01"	"Cardiomegaly"	"I51.7"	15
	"Jan., 2012"	"2012/01"	"Heart disease, unspecified"	"I51.9"	11
	"Jan., 2012"	"2012/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	40
	"Jan., 2012"	"2012/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	119
	"Jan., 2012"	"2012/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	79
	"Jan., 2012"	"2012/01"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	14
	"Jan., 2012"	"2012/01"	"Cerebral infarction, unspecified"	"I63.9"	17
	"Jan., 2012"	"2012/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	559
	"Jan., 2012"	"2012/01"	"Cerebral atherosclerosis"	"I67.2"	13
	"Jan., 2012"	"2012/01"	"Cerebrovascular disease, unspecified"	"I67.9"	26
	"Jan., 2012"	"2012/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	175
	"Jan., 2012"	"2012/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	83
	"Jan., 2012"	"2012/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	92
	"Jan., 2012"	"2012/01"	"Dissection of aorta [any part]"	"I71.0"	33
	"Jan., 2012"	"2012/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	27
	"Jan., 2012"	"2012/01"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	10
	"Jan., 2012"	"2012/01"	"Peripheral vascular disease, unspecified"	"I73.9"	54
	"Jan., 2012"	"2012/01"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	30
	"Jan., 2012"	"2012/01"	"Pneumonia due to staphylococcus"	"J15.2"	12
	"Jan., 2012"	"2012/01"	"Bacterial pneumonia, unspecified"	"J15.9"	63
	"Jan., 2012"	"2012/01"	"Bronchopneumonia, unspecified"	"J18.0"	19
	"Jan., 2012"	"2012/01"	"Lobar pneumonia, unspecified"	"J18.1"	11
	"Jan., 2012"	"2012/01"	"Pneumonia, unspecified"	"J18.9"	551
	"Jan., 2012"	"2012/01"	"Emphysema, unspecified"	"J43.9"	64
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	272
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	36
	"Jan., 2012"	"2012/01"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	16
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	811
	"Jan., 2012"	"2012/01"	"Asthma, unspecified"	"J45.9"	24
	"Jan., 2012"	"2012/01"	"Pneumonitis due to food and vomit"	"J69.0"	130
	"Jan., 2012"	"2012/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	107
	"Jan., 2012"	"2012/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	47
	"Jan., 2012"	"2012/01"	"Other disorders of lung"	"J98.4"	17
	"Jan., 2012"	"2012/01"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	15
	"Jan., 2012"	"2012/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	61
	"Jan., 2012"	"2012/01"	"Other and unspecified intestinal obstruction"	"K56.6"	19
	"Jan., 2012"	"2012/01"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	16
	"Jan., 2012"	"2012/01"	"Perforation of intestine (nontraumatic)"	"K63.1"	14
	"Jan., 2012"	"2012/01"	"Alcoholic hepatitis"	"K70.1"	10
	"Jan., 2012"	"2012/01"	"Alcoholic cirrhosis of liver"	"K70.3"	203
	"Jan., 2012"	"2012/01"	"Alcoholic hepatic failure"	"K70.4"	14
	"Jan., 2012"	"2012/01"	"Alcoholic liver disease, unspecified"	"K70.9"	37
	"Jan., 2012"	"2012/01"	"Hepatic failure, unspecified"	"K72.9"	10
	"Jan., 2012"	"2012/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	124
	"Jan., 2012"	"2012/01"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	16
	"Jan., 2012"	"2012/01"	"Liver disease, unspecified"	"K76.9"	38
	"Jan., 2012"	"2012/01"	"Acute cholecystitis"	"K81.0"	13
	"Jan., 2012"	"2012/01"	"Cholecystitis, unspecified"	"K81.9"	14
	"Jan., 2012"	"2012/01"	"Acute pancreatitis, unspecified"	"K85.9"	23
	"Jan., 2012"	"2012/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	28
	"Jan., 2012"	"2012/01"	"Rheumatoid arthritis, unspecified"	"M06.9"	17
	"Jan., 2012"	"2012/01"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	12
	"Jan., 2012"	"2012/01"	"Other forms of systemic sclerosis"	"M34.8"	13
	"Jan., 2012"	"2012/01"	"Acute renal failure, unspecified"	"N17.9"	18
	"Jan., 2012"	"2012/01"	"Chronic kidney disease, stage 5"	"N18.5"	133
	"Jan., 2012"	"2012/01"	"Chronic renal failure, unspecified"	"N18.9"	91
	"Jan., 2012"	"2012/01"	"Unspecified renal failure"	"N19"	19
	"Jan., 2012"	"2012/01"	"Urinary tract infection, site not specified"	"N39.0"	108
	"Jan., 2012"	"2012/01"	"Hyperplasia of prostate"	"N40"	18
	"Jan., 2012"	"2012/01"	"Extreme immaturity"	"P07.2"	21
	"Jan., 2012"	"2012/01"	"Congenital malformation of heart, unspecified"	"Q24.9"	11
	"Jan., 2012"	"2012/01"	"Down syndrome, unspecified"	"Q90.9"	11
	"Jan., 2012"	"2012/01"	"Sudden infant death syndrome - SIDS"	"R95"	14
	"Jan., 2012"	"2012/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	38
	"Jan., 2012"	"2012/01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	23
	"Jan., 2012"	"2012/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	26
	"Jan., 2012"	"2012/01"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	13
	"Jan., 2012"	"2012/01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	43
	"Jan., 2012"	"2012/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	61
	"Jan., 2012"	"2012/01"	"Other fall on same level"	"W18"	65
	"Jan., 2012"	"2012/01"	"Unspecified fall"	"W19"	76
	"Jan., 2012"	"2012/01"	"Drowning and submersion while in bath-tub"	"W65"	10
	"Jan., 2012"	"2012/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	12
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	38
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	104
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	146
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to alcohol"	"X45"	30
	"Jan., 2012"	"2012/01"	"Exposure to unspecified factor causing fracture"	"X59.0"	13
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10
	"Jan., 2012"	"2012/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	112
	"Jan., 2012"	"2012/01"	"Intentional self-harm by handgun discharge"	"X72"	70
	"Jan., 2012"	"2012/01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	18
	"Jan., 2012"	"2012/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	56
	"Jan., 2012"	"2012/01"	"Intentional self-harm by sharp object"	"X78"	16
	"Jan., 2012"	"2012/01"	"Intentional self-harm by jumping from a high place"	"X80"	19
	"Jan., 2012"	"2012/01"	"Assault by other and unspecified firearm discharge"	"X95"	91
	"Jan., 2012"	"2012/01"	"Assault by sharp object"	"X99"	20
	"Jan., 2012"	"2012/01"	"Assault by unspecified means"	"Y09"	18
	"Jan., 2012"	"2012/01"	"Legal intervention involving firearm discharge"	"Y35.0"	12
	"Jan., 2012"	"2012/01"	"Sequelae of other accidents"	"Y86"	14
	"Feb., 2012"	"2012/02"	"Enterocolitis due to Clostridium difficile"	"A04.7"	102
	"Feb., 2012"	"2012/02"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	17
	"Feb., 2012"	"2012/02"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	13
	"Feb., 2012"	"2012/02"	"Septicaemia, unspecified"	"A41.9"	80
	"Feb., 2012"	"2012/02"	"Chronic viral hepatitis C"	"B18.2"	87
	"Feb., 2012"	"2012/02"	"HIV disease resulting in multiple infections"	"B20.7"	10
	"Feb., 2012"	"2012/02"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	24
	"Feb., 2012"	"2012/02"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	10
	"Feb., 2012"	"2012/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	97
	"Feb., 2012"	"2012/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	121
	"Feb., 2012"	"2012/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	319
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	21
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectum"	"C20"	51
	"Feb., 2012"	"2012/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	96
	"Feb., 2012"	"2012/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	44
	"Feb., 2012"	"2012/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	89
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of gallbladder"	"C23"	25
	"Feb., 2012"	"2012/02"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	10
	"Feb., 2012"	"2012/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	307
	"Feb., 2012"	"2012/02"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	13
	"Feb., 2012"	"2012/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	16
	"Feb., 2012"	"2012/02"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	10
	"Feb., 2012"	"2012/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	988
	"Feb., 2012"	"2012/02"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	11
	"Feb., 2012"	"2012/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	48
	"Feb., 2012"	"2012/02"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	12
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	10
	"Feb., 2012"	"2012/02"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	19
	"Feb., 2012"	"2012/02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	18
	"Feb., 2012"	"2012/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	381
	"Feb., 2012"	"2012/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	35
	"Feb., 2012"	"2012/02"	"Endometrium - Malignant neoplasms"	"C54.1"	29
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	53
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of ovary"	"C56"	113
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of prostate"	"C61"	231
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	111
	"Feb., 2012"	"2012/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	116
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	109
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of thyroid gland"	"C73"	21
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	13
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	21
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	31
	"Feb., 2012"	"2012/02"	"Malignant neoplasm without specification of site"	"C80"	192
	"Feb., 2012"	"2012/02"	"Hodgkin disease, unspecified"	"C81.9"	13
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	17
	"Feb., 2012"	"2012/02"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	16
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	112
	"Feb., 2012"	"2012/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	101
	"Feb., 2012"	"2012/02"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	24
	"Feb., 2012"	"2012/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	42
	"Feb., 2012"	"2012/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	88
	"Feb., 2012"	"2012/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	16
	"Feb., 2012"	"2012/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	25
	"Feb., 2012"	"2012/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	32
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	14
	"Feb., 2012"	"2012/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	47
	"Feb., 2012"	"2012/02"	"Coagulation defect, unspecified"	"D68.9"	11
	"Feb., 2012"	"2012/02"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	10
	"Feb., 2012"	"2012/02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	14
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	79
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	160
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	20
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	103
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	18
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	218
	"Feb., 2012"	"2012/02"	"Unspecified protein-energy malnutrition"	"E46"	13
	"Feb., 2012"	"2012/02"	"Other obesity"	"E66.8"	25
	"Feb., 2012"	"2012/02"	"Obesity, unspecified"	"E66.9"	15
	"Feb., 2012"	"2012/02"	"Pure hypercholesterolaemia"	"E78.0"	16
	"Feb., 2012"	"2012/02"	"Hyperlipidaemia, unspecified"	"E78.5"	72
	"Feb., 2012"	"2012/02"	"Multi-infarct dementia"	"F01.1"	24
	"Feb., 2012"	"2012/02"	"Vascular dementia, unspecified"	"F01.9"	153
	"Feb., 2012"	"2012/02"	"Unspecified dementia"	"F03"	521
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	21
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	25
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11
	"Feb., 2012"	"2012/02"	"Motor neuron disease"	"G12.2"	50
	"Feb., 2012"	"2012/02"	"Parkinson disease"	"G20"	196
	"Feb., 2012"	"2012/02"	"Alzheimer disease, unspecified"	"G30.9"	1018
	"Feb., 2012"	"2012/02"	"Other specified degenerative diseases of nervous system"	"G31.8"	34
	"Feb., 2012"	"2012/02"	"Multiple sclerosis"	"G35"	16
	"Feb., 2012"	"2012/02"	"Epilepsy, unspecified"	"G40.9"	15
	"Feb., 2012"	"2012/02"	"Infantile cerebral palsy, unspecified"	"G80.9"	10
	"Feb., 2012"	"2012/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	15
