"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 1999"	"1999/01"	"Extreme immaturity"	"P07.2"	18
	"Jan., 1999"	"1999/01"	"Sudden infant death syndrome - SIDS"	"R95"	12
	"Jan., 1999"	"1999/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	39
	"Jan., 1999"	"1999/01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	27
	"Jan., 1999"	"1999/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	18
	"Jan., 1999"	"1999/01"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	15
	"Jan., 1999"	"1999/01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	19
	"Jan., 1999"	"1999/01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	11
	"Jan., 1999"	"1999/01"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	10
	"Jan., 1999"	"1999/01"	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	21
	"Jan., 1999"	"1999/01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12
	"Jan., 1999"	"1999/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	44
	"Jan., 1999"	"1999/01"	"Unspecified fall"	"W19"	35
	"Jan., 1999"	"1999/01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	16
	"Jan., 1999"	"1999/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	24
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25
	"Jan., 1999"	"1999/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23
	"Jan., 1999"	"1999/01"	"Exposure to unspecified factor"	"X59"	30
	"Jan., 1999"	"1999/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10
	"Jan., 1999"	"1999/01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	13
	"Jan., 1999"	"1999/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	29
	"Jan., 1999"	"1999/01"	"Intentional self-harm by handgun discharge"	"X72"	10
	"Jan., 1999"	"1999/01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	21
	"Jan., 1999"	"1999/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	83
	"Jan., 1999"	"1999/01"	"Assault by other and unspecified firearm discharge"	"X95"	74
	"Jan., 1999"	"1999/01"	"Assault by sharp object"	"X99"	15
	"Feb., 1999"	"1999/02"	"Septicaemia, unspecified"	"A41.9"	160
	"Feb., 1999"	"1999/02"	"Acute hepatitis C"	"B17.1"	22
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	10
	"Feb., 1999"	"1999/02"	"HIV disease resulting in other specified conditions"	"B23.8"	18
	"Feb., 1999"	"1999/02"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	19
	"Feb., 1999"	"1999/02"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	11
	"Feb., 1999"	"1999/02"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	11
	"Feb., 1999"	"1999/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	37
	"Feb., 1999"	"1999/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	61
	"Feb., 1999"	"1999/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	251
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	10
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of rectum"	"C20"	25
	"Feb., 1999"	"1999/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	29
	"Feb., 1999"	"1999/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	12
	"Feb., 1999"	"1999/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	28
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of gallbladder"	"C23"	11
	"Feb., 1999"	"1999/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	117
	"Feb., 1999"	"1999/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	18
	"Feb., 1999"	"1999/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	729
	"Feb., 1999"	"1999/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	34
	"Feb., 1999"	"1999/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	186
	"Feb., 1999"	"1999/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	27
	"Feb., 1999"	"1999/02"	"Endometrium - Malignant neoplasms"	"C54.1"	10
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	14
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of ovary"	"C56"	62
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of prostate"	"C61"	157
	"Feb., 1999"	"1999/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	63
	"Feb., 1999"	"1999/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	54
	"Feb., 1999"	"1999/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	48
	"Feb., 1999"	"1999/02"	"Malignant neoplasm without specification of site"	"C80"	99
	"Feb., 1999"	"1999/02"	"Hodgkin disease, unspecified"	"C81.9"	12
	"Feb., 1999"	"1999/02"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	12
	"Feb., 1999"	"1999/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	93
	"Feb., 1999"	"1999/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	52
	"Feb., 1999"	"1999/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	16
	"Feb., 1999"	"1999/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	28
	"Feb., 1999"	"1999/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	16
	"Feb., 1999"	"1999/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	32
	"Feb., 1999"	"1999/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	18
	"Feb., 1999"	"1999/02"	"Anaemia, unspecified"	"D64.9"	10
	"Feb., 1999"	"1999/02"	"Hypothyroidism, unspecified"	"E03.9"	10
	"Feb., 1999"	"1999/02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	32
	"Feb., 1999"	"1999/02"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	11
	"Feb., 1999"	"1999/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	54
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	36
	"Feb., 1999"	"1999/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	252
	"Feb., 1999"	"1999/02"	"Unspecified protein-energy malnutrition"	"E46"	29
	"Feb., 1999"	"1999/02"	"Other obesity"	"E66.8"	14
	"Feb., 1999"	"1999/02"	"Hyperlipidaemia, unspecified"	"E78.5"	12
	"Feb., 1999"	"1999/02"	"Volume depletion"	"E86"	27
	"Feb., 1999"	"1999/02"	"Unspecified dementia"	"F03"	148
	"Feb., 1999"	"1999/02"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11
	"Feb., 1999"	"1999/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10
	"Feb., 1999"	"1999/02"	"Motor neuron disease"	"G12.2"	22
	"Feb., 1999"	"1999/02"	"Parkinson disease"	"G20"	87
	"Feb., 1999"	"1999/02"	"Alzheimer disease, unspecified"	"G30.9"	217
	"Feb., 1999"	"1999/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	17
	"Feb., 1999"	"1999/02"	"Essential (primary) hypertension"	"I10"	36
	"Feb., 1999"	"1999/02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	54
	"Feb., 1999"	"1999/02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	63
	"Feb., 1999"	"1999/02"	"Hypertensive renal disease with renal failure"	"I12.0"	35
	"Feb., 1999"	"1999/02"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	14
	"Feb., 1999"	"1999/02"	"Acute myocardial infarction, unspecified"	"I21.9"	1264
	"Feb., 1999"	"1999/02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	407
	"Feb., 1999"	"1999/02"	"Atherosclerotic heart disease"	"I25.1"	1022
	"Feb., 1999"	"1999/02"	"Ischaemic cardiomyopathy"	"I25.5"	57
	"Feb., 1999"	"1999/02"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	82
	"Feb., 1999"	"1999/02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	62
	"Feb., 1999"	"1999/02"	"Primary pulmonary hypertension"	"I27.0"	12
	"Feb., 1999"	"1999/02"	"Mitral (valve) insufficiency"	"I34.0"	16
	"Feb., 1999"	"1999/02"	"Aortic (valve) stenosis"	"I35.0"	53
	"Feb., 1999"	"1999/02"	"Endocarditis, valve unspecified"	"I38"	20
	"Feb., 1999"	"1999/02"	"Dilated cardiomyopathy"	"I42.0"	23
	"Feb., 1999"	"1999/02"	"Cardiomyopathy, unspecified"	"I42.9"	68
	"Feb., 1999"	"1999/02"	"Sudden cardiac death, so described"	"I46.1"	14
	"Feb., 1999"	"1999/02"	"Cardiac arrest, unspecified"	"I46.9"	67
	"Feb., 1999"	"1999/02"	"Atrial fibrillation and flutter"	"I48"	31
	"Feb., 1999"	"1999/02"	"Cardiac arrhythmia, unspecified"	"I49.9"	31
	"Feb., 1999"	"1999/02"	"Congestive heart failure"	"I50.0"	310
	"Feb., 1999"	"1999/02"	"Heart failure, unspecified"	"I50.9"	23
	"Feb., 1999"	"1999/02"	"Cardiovascular disease, unspecified"	"I51.6"	44
	"Feb., 1999"	"1999/02"	"Cardiomegaly"	"I51.7"	16
	"Feb., 1999"	"1999/02"	"Heart disease, unspecified"	"I51.9"	15
	"Feb., 1999"	"1999/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	27
	"Feb., 1999"	"1999/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	76
	"Feb., 1999"	"1999/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	20
	"Feb., 1999"	"1999/02"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	14
	"Feb., 1999"	"1999/02"	"Cerebral infarction, unspecified"	"I63.9"	73
	"Feb., 1999"	"1999/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	450
	"Feb., 1999"	"1999/02"	"Other specified cerebrovascular diseases"	"I67.8"	15
	"Feb., 1999"	"1999/02"	"Cerebrovascular disease, unspecified"	"I67.9"	16
	"Feb., 1999"	"1999/02"	"Sequelae of cerebral infarction"	"I69.3"	12
	"Feb., 1999"	"1999/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	62
	"Feb., 1999"	"1999/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	59
	"Feb., 1999"	"1999/02"	"Generalized and unspecified atherosclerosis"	"I70.9"	61
	"Feb., 1999"	"1999/02"	"Dissection of aorta [any part]"	"I71.0"	18
	"Feb., 1999"	"1999/02"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	28
	"Feb., 1999"	"1999/02"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	11
	"Feb., 1999"	"1999/02"	"Peripheral vascular disease, unspecified"	"I73.9"	52
	"Feb., 1999"	"1999/02"	"Bronchopneumonia, unspecified"	"J18.0"	16
	"Feb., 1999"	"1999/02"	"Lobar pneumonia, unspecified"	"J18.1"	15
	"Feb., 1999"	"1999/02"	"Pneumonia, unspecified"	"J18.9"	349
	"Feb., 1999"	"1999/02"	"Emphysema, unspecified"	"J43.9"	153
	"Feb., 1999"	"1999/02"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	43
	"Feb., 1999"	"1999/02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	670
	"Feb., 1999"	"1999/02"	"Asthma, unspecified"	"J45.9"	28
	"Feb., 1999"	"1999/02"	"Pneumonitis due to food and vomit"	"J69.0"	94
	"Feb., 1999"	"1999/02"	"Adult respiratory distress syndrome"	"J80"	14
	"Feb., 1999"	"1999/02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	58
	"Feb., 1999"	"1999/02"	"Respiratory failure, unspecified"	"J96.9"	12
	"Feb., 1999"	"1999/02"	"Other disorders of lung"	"J98.4"	14
	"Feb., 1999"	"1999/02"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	13
	"Feb., 1999"	"1999/02"	"Acute vascular disorders of intestine"	"K55.0"	17
	"Feb., 1999"	"1999/02"	"Vascular disorder of intestine, unspecified"	"K55.9"	20
	"Feb., 1999"	"1999/02"	"Other and unspecified intestinal obstruction"	"K56.6"	20
	"Feb., 1999"	"1999/02"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	15
	"Feb., 1999"	"1999/02"	"Alcoholic cirrhosis of liver"	"K70.3"	39
	"Feb., 1999"	"1999/02"	"Alcoholic hepatic failure"	"K70.4"	11
	"Feb., 1999"	"1999/02"	"Alcoholic liver disease, unspecified"	"K70.9"	11
	"Feb., 1999"	"1999/02"	"Hepatic failure, unspecified"	"K72.9"	14
	"Feb., 1999"	"1999/02"	"Other and unspecified cirrhosis of liver"	"K74.6"	90
	"Feb., 1999"	"1999/02"	"Liver disease, unspecified"	"K76.9"	14
	"Feb., 1999"	"1999/02"	"Acute pancreatitis"	"K85"	16
	"Feb., 1999"	"1999/02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	20
	"Feb., 1999"	"1999/02"	"Decubitus ulcer"	"L89"	13
	"Feb., 1999"	"1999/02"	"Rheumatoid arthritis, unspecified"	"M06.9"	18
	"Feb., 1999"	"1999/02"	"Acute renal failure, unspecified"	"N17.9"	17
	"Feb., 1999"	"1999/02"	"End-stage renal disease"	"N18.0"	42
	"Feb., 1999"	"1999/02"	"Chronic renal failure, unspecified"	"N18.9"	20
	"Feb., 1999"	"1999/02"	"Unspecified renal failure"	"N19"	72
	"Feb., 1999"	"1999/02"	"Urinary tract infection, site not specified"	"N39.0"	72
	"Feb., 1999"	"1999/02"	"Respiratory distress syndrome of newborn"	"P22.0"	10
	"Feb., 1999"	"1999/02"	"Sudden infant death syndrome - SIDS"	"R95"	16
	"Feb., 1999"	"1999/02"	"Other ill-defined and unspecified causes of mortality"	"R99"	33
	"Feb., 1999"	"1999/02"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	19
