"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2012"	"2012/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	26
	"Jan., 2012"	"2012/01"	"Anaemia, unspecified"	"D64.9"	13
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	10
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	41
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	14
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	52
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	11
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	200
	"Jan., 2012"	"2012/01"	"Other obesity"	"E66.8"	16
	"Jan., 2012"	"2012/01"	"Hyperlipidaemia, unspecified"	"E78.5"	38
	"Jan., 2012"	"2012/01"	"Volume depletion"	"E86"	11
	"Jan., 2012"	"2012/01"	"Vascular dementia, unspecified"	"F01.9"	36
	"Jan., 2012"	"2012/01"	"Unspecified dementia"	"F03"	489
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	21
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10
	"Jan., 2012"	"2012/01"	"Motor neuron disease"	"G12.2"	24
	"Jan., 2012"	"2012/01"	"Parkinson disease"	"G20"	102
	"Jan., 2012"	"2012/01"	"Alzheimer disease, unspecified"	"G30.9"	258
	"Jan., 2012"	"2012/01"	"Multiple sclerosis"	"G35"	16
	"Jan., 2012"	"2012/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	15
	"Jan., 2012"	"2012/01"	"Essential (primary) hypertension"	"I10"	116
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	84
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	172
	"Jan., 2012"	"2012/01"	"Hypertensive renal disease with renal failure"	"I12.0"	60
	"Jan., 2012"	"2012/01"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	10
	"Jan., 2012"	"2012/01"	"Acute myocardial infarction, unspecified"	"I21.9"	702
	"Jan., 2012"	"2012/01"	"Acute ischaemic heart disease, unspecified"	"I24.9"	18
	"Jan., 2012"	"2012/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	396
	"Jan., 2012"	"2012/01"	"Atherosclerotic heart disease"	"I25.1"	1765
	"Jan., 2012"	"2012/01"	"Ischaemic cardiomyopathy"	"I25.5"	52
	"Jan., 2012"	"2012/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	59
	"Jan., 2012"	"2012/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	29
	"Jan., 2012"	"2012/01"	"Other secondary pulmonary hypertension"	"I27.2"	33
	"Jan., 2012"	"2012/01"	"Aortic (valve) stenosis"	"I35.0"	88
	"Jan., 2012"	"2012/01"	"Endocarditis, valve unspecified"	"I38"	38
	"Jan., 2012"	"2012/01"	"Dilated cardiomyopathy"	"I42.0"	13
	"Jan., 2012"	"2012/01"	"Cardiomyopathy, unspecified"	"I42.9"	76
	"Jan., 2012"	"2012/01"	"Cardiac arrest, unspecified"	"I46.9"	38
	"Jan., 2012"	"2012/01"	"Atrial fibrillation and flutter"	"I48"	78
	"Jan., 2012"	"2012/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	30
	"Jan., 2012"	"2012/01"	"Congestive heart failure"	"I50.0"	214
	"Jan., 2012"	"2012/01"	"Heart failure, unspecified"	"I50.9"	27
	"Jan., 2012"	"2012/01"	"Cardiovascular disease, unspecified"	"I51.6"	33
	"Jan., 2012"	"2012/01"	"Heart disease, unspecified"	"I51.9"	18
	"Jan., 2012"	"2012/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	32
	"Jan., 2012"	"2012/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	75
	"Jan., 2012"	"2012/01"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	13
	"Jan., 2012"	"2012/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	54
	"Jan., 2012"	"2012/01"	"Cerebral infarction, unspecified"	"I63.9"	21
	"Jan., 2012"	"2012/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	296
	"Jan., 2012"	"2012/01"	"Cerebrovascular disease, unspecified"	"I67.9"	24
	"Jan., 2012"	"2012/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	24
	"Jan., 2012"	"2012/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	15
	"Jan., 2012"	"2012/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	39
	"Jan., 2012"	"2012/01"	"Dissection of aorta [any part]"	"I71.0"	14
	"Jan., 2012"	"2012/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	22
	"Jan., 2012"	"2012/01"	"Peripheral vascular disease, unspecified"	"I73.9"	27
	"Jan., 2012"	"2012/01"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	19
	"Jan., 2012"	"2012/01"	"Bacterial pneumonia, unspecified"	"J15.9"	31
	"Jan., 2012"	"2012/01"	"Lobar pneumonia, unspecified"	"J18.1"	81
	"Jan., 2012"	"2012/01"	"Pneumonia, unspecified"	"J18.9"	317
	"Jan., 2012"	"2012/01"	"Emphysema, unspecified"	"J43.9"	45
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	109
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	23
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	447
	"Jan., 2012"	"2012/01"	"Asthma, unspecified"	"J45.9"	21
	"Jan., 2012"	"2012/01"	"Pneumonitis due to food and vomit"	"J69.0"	72
	"Jan., 2012"	"2012/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	63
	"Jan., 2012"	"2012/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	14
	"Jan., 2012"	"2012/01"	"Pleural effusion, not elsewhere classified"	"J90"	10
	"Jan., 2012"	"2012/01"	"Other disorders of lung"	"J98.4"	11
	"Jan., 2012"	"2012/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	31
	"Jan., 2012"	"2012/01"	"Other and unspecified intestinal obstruction"	"K56.6"	20
	"Jan., 2012"	"2012/01"	"Perforation of intestine (nontraumatic)"	"K63.1"	21
	"Jan., 2012"	"2012/01"	"Acute peritonitis"	"K65.0"	10
	"Jan., 2012"	"2012/01"	"Alcoholic cirrhosis of liver"	"K70.3"	58
	"Jan., 2012"	"2012/01"	"Hepatic failure, unspecified"	"K72.9"	14
	"Jan., 2012"	"2012/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	56
	"Jan., 2012"	"2012/01"	"Liver disease, unspecified"	"K76.9"	13
	"Jan., 2012"	"2012/01"	"Acute pancreatitis, unspecified"	"K85.9"	17
	"Jan., 2012"	"2012/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	45
	"Jan., 2012"	"2012/01"	"Osteomyelitis, unspecified"	"M86.9"	13
	"Jan., 2012"	"2012/01"	"Acute renal failure, unspecified"	"N17.9"	41
	"Jan., 2012"	"2012/01"	"Chronic kidney disease, stage 5"	"N18.5"	68
	"Jan., 2012"	"2012/01"	"Chronic renal failure, unspecified"	"N18.9"	45
	"Jan., 2012"	"2012/01"	"Unspecified renal failure"	"N19"	33
	"Jan., 2012"	"2012/01"	"Urinary tract infection, site not specified"	"N39.0"	87
	"Jan., 2012"	"2012/01"	"Extreme immaturity"	"P07.2"	20
	"Jan., 2012"	"2012/01"	"Senility"	"R54"	33
	"Jan., 2012"	"2012/01"	"Other lack of expected normal physiological development"	"R62.8"	15
	"Jan., 2012"	"2012/01"	"Other specified general symptoms and signs"	"R68.8"	10
	"Jan., 2012"	"2012/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	36
	"Jan., 2012"	"2012/01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	10
	"Jan., 2012"	"2012/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	17
	"Jan., 2012"	"2012/01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13
	"Jan., 2012"	"2012/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	16
	"Jan., 2012"	"2012/01"	"Fall on and from stairs and steps"	"W10"	22
	"Jan., 2012"	"2012/01"	"Other fall on same level"	"W18"	30
	"Jan., 2012"	"2012/01"	"Unspecified fall"	"W19"	41
	"Jan., 2012"	"2012/01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	12
	"Jan., 2012"	"2012/01"	"Exposure to excessive natural cold"	"X31"	11
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	69
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	57
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to alcohol"	"X45"	15
	"Jan., 2012"	"2012/01"	"Exposure to unspecified factor causing fracture"	"X59.0"	14
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13
	"Jan., 2012"	"2012/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	50
	"Jan., 2012"	"2012/01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	11
	"Jan., 2012"	"2012/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	29
	"Jan., 2012"	"2012/01"	"Intentional self-harm by jumping from a high place"	"X80"	10
	"Jan., 2012"	"2012/01"	"Assault by other and unspecified firearm discharge"	"X95"	19
	"Jan., 2012"	"2012/01"	"Assault by sharp object"	"X99"	14
	"Feb., 2012"	"2012/02"	"Enterocolitis due to Clostridium difficile"	"A04.7"	46
	"Feb., 2012"	"2012/02"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	17
	"Feb., 2012"	"2012/02"	"Septicaemia, unspecified"	"A41.9"	157
	"Feb., 2012"	"2012/02"	"Chronic viral hepatitis C"	"B18.2"	46
	"Feb., 2012"	"2012/02"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	10
	"Feb., 2012"	"2012/02"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	12
	"Feb., 2012"	"2012/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	61
	"Feb., 2012"	"2012/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	67
	"Feb., 2012"	"2012/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	204
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	18
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectum"	"C20"	37
	"Feb., 2012"	"2012/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	26
	"Feb., 2012"	"2012/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	29
	"Feb., 2012"	"2012/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	41
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of gallbladder"	"C23"	10
	"Feb., 2012"	"2012/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	198
	"Feb., 2012"	"2012/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	10
	"Feb., 2012"	"2012/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	749
	"Feb., 2012"	"2012/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	44
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	11
	"Feb., 2012"	"2012/02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	19
	"Feb., 2012"	"2012/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	233
	"Feb., 2012"	"2012/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	31
	"Feb., 2012"	"2012/02"	"Endometrium - Malignant neoplasms"	"C54.1"	25
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	43
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of ovary"	"C56"	81
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of prostate"	"C61"	140
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	61
	"Feb., 2012"	"2012/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	65
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	63
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	12
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	10
	"Feb., 2012"	"2012/02"	"Malignant neoplasm without specification of site"	"C80"	120
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	23
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	49
	"Feb., 2012"	"2012/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	57
	"Feb., 2012"	"2012/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	24
	"Feb., 2012"	"2012/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	47
	"Feb., 2012"	"2012/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	15
	"Feb., 2012"	"2012/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	13
	"Feb., 2012"	"2012/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	15
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	10
	"Feb., 2012"	"2012/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	27
	"Feb., 2012"	"2012/02"	"Anaemia, unspecified"	"D64.9"	10
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	10
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	38
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	48
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	163
	"Feb., 2012"	"2012/02"	"Other obesity"	"E66.8"	17
	"Feb., 2012"	"2012/02"	"Obesity, unspecified"	"E66.9"	10
	"Feb., 2012"	"2012/02"	"Pure hypercholesterolaemia"	"E78.0"	10
	"Feb., 2012"	"2012/02"	"Hyperlipidaemia, unspecified"	"E78.5"	37
	"Feb., 2012"	"2012/02"	"Vascular dementia, unspecified"	"F01.9"	34
	"Feb., 2012"	"2012/02"	"Unspecified dementia"	"F03"	505
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11
	"Feb., 2012"	"2012/02"	"Motor neuron disease"	"G12.2"	41
	"Feb., 2012"	"2012/02"	"Parkinson disease"	"G20"	96
	"Feb., 2012"	"2012/02"	"Alzheimer disease, unspecified"	"G30.9"	221
	"Feb., 2012"	"2012/02"	"Multiple sclerosis"	"G35"	10
	"Feb., 2012"	"2012/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	26
	"Feb., 2012"	"2012/02"	"Essential (primary) hypertension"	"I10"	102
	"Feb., 2012"	"2012/02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	66
	"Feb., 2012"	"2012/02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	154
	"Feb., 2012"	"2012/02"	"Hypertensive renal disease with renal failure"	"I12.0"	42
	"Feb., 2012"	"2012/02"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	15
	"Feb., 2012"	"2012/02"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	15
	"Feb., 2012"	"2012/02"	"Acute myocardial infarction, unspecified"	"I21.9"	590
	"Feb., 2012"	"2012/02"	"Acute ischaemic heart disease, unspecified"	"I24.9"	11
	"Feb., 2012"	"2012/02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	328
	"Feb., 2012"	"2012/02"	"Atherosclerotic heart disease"	"I25.1"	1528
	"Feb., 2012"	"2012/02"	"Ischaemic cardiomyopathy"	"I25.5"	32
	"Feb., 2012"	"2012/02"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	66
	"Feb., 2012"	"2012/02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	27
	"Feb., 2012"	"2012/02"	"Other secondary pulmonary hypertension"	"I27.2"	13
	"Feb., 2012"	"2012/02"	"Aortic (valve) stenosis"	"I35.0"	79
	"Feb., 2012"	"2012/02"	"Aortic valve disorder, unspecified"	"I35.9"	10
	"Feb., 2012"	"2012/02"	"Endocarditis, valve unspecified"	"I38"	43
	"Feb., 2012"	"2012/02"	"Dilated cardiomyopathy"	"I42.0"	10
	"Feb., 2012"	"2012/02"	"Cardiomyopathy, unspecified"	"I42.9"	68
	"Feb., 2012"	"2012/02"	"Cardiac arrest, unspecified"	"I46.9"	30
	"Feb., 2012"	"2012/02"	"Atrial fibrillation and flutter"	"I48"	71
	"Feb., 2012"	"2012/02"	"Cardiac arrhythmia, unspecified"	"I49.9"	28
	"Feb., 2012"	"2012/02"	"Congestive heart failure"	"I50.0"	218
	"Feb., 2012"	"2012/02"	"Heart failure, unspecified"	"I50.9"	31
	"Feb., 2012"	"2012/02"	"Cardiovascular disease, unspecified"	"I51.6"	14
	"Feb., 2012"	"2012/02"	"Cardiomegaly"	"I51.7"	12
	"Feb., 2012"	"2012/02"	"Heart disease, unspecified"	"I51.9"	19
	"Feb., 2012"	"2012/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	36
	"Feb., 2012"	"2012/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	70
	"Feb., 2012"	"2012/02"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	10
	"Feb., 2012"	"2012/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	60
	"Feb., 2012"	"2012/02"	"Cerebral infarction, unspecified"	"I63.9"	23
	"Feb., 2012"	"2012/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	235
	"Feb., 2012"	"2012/02"	"Cerebrovascular disease, unspecified"	"I67.9"	18
	"Feb., 2012"	"2012/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	21
	"Feb., 2012"	"2012/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	12
	"Feb., 2012"	"2012/02"	"Generalized and unspecified atherosclerosis"	"I70.9"	30
	"Feb., 2012"	"2012/02"	"Dissection of aorta [any part]"	"I71.0"	17
	"Feb., 2012"	"2012/02"	"Peripheral vascular disease, unspecified"	"I73.9"	32
	"Feb., 2012"	"2012/02"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	16
	"Feb., 2012"	"2012/02"	"Bacterial pneumonia, unspecified"	"J15.9"	29
	"Feb., 2012"	"2012/02"	"Lobar pneumonia, unspecified"	"J18.1"	86
	"Feb., 2012"	"2012/02"	"Pneumonia, unspecified"	"J18.9"	243
	"Feb., 2012"	"2012/02"	"Emphysema, unspecified"	"J43.9"	40
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	109
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	32
	"Feb., 2012"	"2012/02"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	11
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	399
	"Feb., 2012"	"2012/02"	"Asthma, unspecified"	"J45.9"	19
	"Feb., 2012"	"2012/02"	"Pneumonitis due to food and vomit"	"J69.0"	88
	"Feb., 2012"	"2012/02"	"Adult respiratory distress syndrome"	"J80"	10
	"Feb., 2012"	"2012/02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	46
	"Feb., 2012"	"2012/02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	13
	"Feb., 2012"	"2012/02"	"Pleural effusion, not elsewhere classified"	"J90"	14
	"Feb., 2012"	"2012/02"	"Respiratory failure, unspecified"	"J96.9"	15
	"Feb., 2012"	"2012/02"	"Other disorders of lung"	"J98.4"	14
	"Feb., 2012"	"2012/02"	"Vascular disorder of intestine, unspecified"	"K55.9"	38
	"Feb., 2012"	"2012/02"	"Other and unspecified intestinal obstruction"	"K56.6"	35
	"Feb., 2012"	"2012/02"	"Alcoholic cirrhosis of liver"	"K70.3"	49
	"Feb., 2012"	"2012/02"	"Hepatic failure, unspecified"	"K72.9"	15
	"Feb., 2012"	"2012/02"	"Other and unspecified cirrhosis of liver"	"K74.6"	53
	"Feb., 2012"	"2012/02"	"Liver disease, unspecified"	"K76.9"	17
	"Feb., 2012"	"2012/02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	37
	"Feb., 2012"	"2012/02"	"Osteomyelitis, unspecified"	"M86.9"	10
	"Feb., 2012"	"2012/02"	"Acute renal failure, unspecified"	"N17.9"	32
	"Feb., 2012"	"2012/02"	"Chronic kidney disease, stage 5"	"N18.5"	77
	"Feb., 2012"	"2012/02"	"Chronic renal failure, unspecified"	"N18.9"	31
	"Feb., 2012"	"2012/02"	"Unspecified renal failure"	"N19"	49
	"Feb., 2012"	"2012/02"	"Urinary tract infection, site not specified"	"N39.0"	65
	"Feb., 2012"	"2012/02"	"Extreme immaturity"	"P07.2"	19
	"Feb., 2012"	"2012/02"	"Senility"	"R54"	26
	"Feb., 2012"	"2012/02"	"Other ill-defined and unspecified causes of mortality"	"R99"	19
	"Feb., 2012"	"2012/02"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	25
	"Feb., 2012"	"2012/02"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	11
	"Feb., 2012"	"2012/02"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	22
	"Feb., 2012"	"2012/02"	"Fall on and from stairs and steps"	"W10"	21
	"Feb., 2012"	"2012/02"	"Other fall on same level"	"W18"	25
	"Feb., 2012"	"2012/02"	"Unspecified fall"	"W19"	41
	"Feb., 2012"	"2012/02"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	11
